ticker,base_weight,mv_weight,rp_weight
XLP,0.2535257310945915,0.25000000000000006,0.25000000000000006
GLD,0.111548241851709,0.28925692932031344,0.23253521650974673
XLI,0.2528211628236958,0.28925692932031344,0.19459044712127727
XLE,0.17916587173651302,0.17148614135937326,0.15871225843688838
IWM,0.20293899249349068,0.0,0.16416207793208767
