ts,symbol,last,bid,ask
2026-02-13T00:00:00,GLD,462.619995,,
2026-02-13T00:00:00,IWM,262.959991,,
2026-02-13T00:00:00,XLE,54.349998,,
2026-02-13T00:00:00,XLI,174.169998,,
2026-02-13T00:00:00,XLP,89.510002,,
