ts,equity,pnl,drawdown
2026-02-13T00:00:00,10000.00,0.00,0.000000
2026-02-13T00:00:00,10000.00,0.00,0.000000
2026-02-13T00:00:00,10000.00,0.00,0.000000
2026-02-13T00:00:00,10000.00,0.00,0.000000
2026-02-13T00:00:00,10000.00,0.00,0.000000
