ticker,base_weight,mv_weight,rp_weight
XLP,0.25,0.25000000000000006,0.25
GLD,0.1042005775265169,0.28925693811443576,0.23253516476865504
XLI,0.23616787445360402,0.28925693811443576,0.1945905318036713
XLE,0.16736424526354404,0.17148612377112854,0.15871224573502904
IWM,0.18957143447032335,0.0,0.1641620576926446
