date,ic_mom63,ic_score
2017-04-24 00:00:00,-0.164835,-0.549451
2017-04-25 00:00:00,-0.186813,-0.043956
2017-04-26 00:00:00,0.763736,0.549451
2017-04-27 00:00:00,0.560440,0.587912
2017-04-28 00:00:00,0.181319,0.043956
2017-05-01 00:00:00,0.258242,0.313187
2017-05-02 00:00:00,-0.461538,-0.642857
2017-05-03 00:00:00,0.384615,0.010989
2017-05-04 00:00:00,-0.043956,-0.054945
2017-05-05 00:00:00,0.214286,0.280220
2017-05-08 00:00:00,0.785714,0.593407
2017-05-09 00:00:00,-0.373626,-0.362637
2017-05-10 00:00:00,-0.016484,0.021978
2017-05-11 00:00:00,0.219780,0.329670
2017-05-12 00:00:00,-0.291209,-0.274725
2017-05-15 00:00:00,0.109890,0.104396
2017-05-16 00:00:00,-0.104396,-0.329670
2017-05-17 00:00:00,0.324176,0.609890
2017-05-18 00:00:00,-0.571429,-0.252747
2017-05-19 00:00:00,0.351648,0.587912
2017-05-22 00:00:00,-0.675824,-0.269231
2017-05-23 00:00:00,0.741758,0.510989
2017-05-24 00:00:00,0.791209,0.780220
2017-05-25 00:00:00,0.082418,-0.038462
2017-05-26 00:00:00,0.917582,0.626374
2017-05-30 00:00:00,0.252747,0.120879
2017-05-31 00:00:00,-0.582418,-0.131868
2017-06-01 00:00:00,0.686813,0.291209
2017-06-02 00:00:00,-0.142857,-0.175824
2017-06-05 00:00:00,-0.230769,-0.379121
2017-06-06 00:00:00,0.175824,0.483516
2017-06-07 00:00:00,-0.192308,-0.060440
2017-06-08 00:00:00,-0.901099,-0.708791
2017-06-09 00:00:00,-0.620879,-0.329670
2017-06-12 00:00:00,-0.170330,-0.087912
2017-06-13 00:00:00,-0.065934,0.395604
2017-06-14 00:00:00,0.043956,0.538462
2017-06-15 00:00:00,-0.071429,-0.021978
2017-06-16 00:00:00,0.340659,0.318681
2017-06-19 00:00:00,0.230769,0.472527
2017-06-20 00:00:00,0.532967,0.434066
2017-06-21 00:00:00,0.390110,0.137363
2017-06-22 00:00:00,-0.241758,-0.230769
2017-06-23 00:00:00,-0.208791,-0.104396
2017-06-26 00:00:00,-0.725275,-0.500000
2017-06-27 00:00:00,0.010989,-0.175824
2017-06-28 00:00:00,-0.439560,-0.346154
2017-06-29 00:00:00,-0.203297,0.038462
2017-06-30 00:00:00,0.131868,0.049451
2017-07-03 00:00:00,0.247253,0.093407
2017-07-05 00:00:00,-0.153846,-0.027473
2017-07-06 00:00:00,0.445055,-0.016484
2017-07-07 00:00:00,-0.159341,-0.565934
2017-07-10 00:00:00,-0.324176,-0.329670
2017-07-11 00:00:00,0.230769,0.214286
2017-07-12 00:00:00,0.390110,-0.027473
2017-07-13 00:00:00,-0.175824,-0.379121
2017-07-14 00:00:00,-0.417582,-0.500000
2017-07-17 00:00:00,0.104396,-0.258242
2017-07-18 00:00:00,0.164835,0.170330
2017-07-19 00:00:00,0.219780,0.060440
2017-07-20 00:00:00,-0.280220,-0.423077
2017-07-21 00:00:00,0.532967,0.175824
2017-07-24 00:00:00,-0.291209,-0.153846
