date,close,ma_short,ma_long,signal,position
2021-07-02,407.522277832,398.20253753661,393.555477294916,1,1
2021-07-06,406.7799987793,,,0,0
2021-07-07,408.217590332,,,0,0
2021-07-08,404.891418457,,,0,0
2021-07-09,409.2135314941,,,0,0
2021-07-12,410.6792907715,,,0,0
2021-07-13,409.2793884277,,,0,0
2021-07-14,409.8900756836,,,0,0
2021-07-15,408.4900512695,,,0,0
2021-07-16,405.2860107422,,,0,0
2021-07-19,399.30078125,,,0,0
2021-07-20,405.0229797363,,,0,0
2021-07-21,408.3020935059,,,0,0
2021-07-22,409.1571960449,,,0,0
2021-07-23,413.3665771484,,,0,0
2021-07-26,414.3813476562,,,0,0
2021-07-27,412.4927978516,,,0,0
2021-07-28,412.323638916,,,0,0
2021-07-29,414.0337219238,,,0,0
2021-07-30,412.0228881836,,,0,0
2021-08-02,411.1585388184,409.2144958496,,0,0
2021-08-03,414.5034484863,409.60066833495,,0,0
2021-08-04,412.4645996094,409.81301879882005,,0,0
2021-08-05,415.0766601562,410.32228088377997,,0,0
2021-08-06,415.7625427246,410.64973144530506,,0,0
2021-08-09,415.4243164062,410.88698272704005,,0,0
2021-08-10,415.9410400391,411.22006530761,,0,0
2021-08-11,416.974609375,411.57429199218006,,0,0
2021-08-12,418.2243041992,412.06100463866494,,0,0
2021-08-13,418.9854431152,412.74597625731496,,0,0
2021-08-16,419.9719848633,413.77953643798,,0,0
2021-08-17,417.218963623,414.38933563231495,,0,0
2021-08-18,412.6524658203,414.60685424803506,,0,0
2021-08-19,413.2914123535,414.81356506346503,,0,0
2021-08-20,416.5800170898,414.97423706053496,,0,0
2021-08-23,420.2444458008,415.267391967765,,0,0
2021-08-24,420.9115905762,415.688331603995,,0,0
2021-08-25,421.7947692871,416.16188812255007,,0,0
2021-08-26,419.3048706055,416.425445556635,,0,0
2021-08-27,423.053894043,416.97699584960503,,0,0
2021-08-30,424.9143066406,417.664784240715,,0,0
2021-08-31,424.2846679688,418.15384521484003,,0,0
2021-09-01,424.5102233887,418.75612640380507,,0,0
2021-09-02,425.8162841797,419.29310760498004,,0,0
2021-09-03,425.7129211426,419.79062652588,,0,0
2021-09-07,424.1907348633,420.228947448735,,0,0
2021-09-08,423.6740112305,420.61559600830503,,0,0
2021-09-09,421.8605651855,420.85989379883006,,0,0
2021-09-10,418.534362793,420.87539672852,,0,0
2021-09-13,419.6054992676,420.90639953614,,0,0
2021-09-14,417.3410949707,420.77485504151,415.262319335934,1,0
2021-09-15,420.8270263672,420.95525817872004,415.543259887692,1,1
2021-09-16,420.1598510742,421.330627441415,415.782105102536,1,1
2021-09-17,416.0670166016,421.46940765382,416.00561706542794,1,1
2021-09-20,409.129486084,421.09688110353,416.00393615722606,1,1
2021-09-21,408.7430114746,420.52180938722006,415.96521057128797,1,1
2021-09-22,412.7302246094,420.11274108888,416.034227294922,1,1
2021-09-23,417.7449035645,419.91024780275,416.19132385254,1,1
2021-09-24,418.4330444336,419.866656494155,416.39018371582205,1,1
