ticker,base_weight,mv_weight,rp_weight
XLP,0.25,0.25,0.25
GLD,0.10420057752644037,0.28925692934278247,0.23253521650949002
XLI,0.23616787445452458,0.28925692934278247,0.1945904471222118
XLE,0.16736424526208193,0.1714861413144351,0.1587122584357942
IWM,0.18957143446995614,0.0,0.16416207793250404
